"No.","Ticker","Company","Sector","Industry","Index","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","Shares Outstanding","Shares Float","Float Short","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","Relative Volume","Volume","Price","Change"
3090,"RIVN","Rivian Automotive, Inc.","Consumer Cyclical","Auto Manufacturers","NDX",14295.49,,,,6.43,1.11,1.27,,13.70,11.91,,,,-7.08,67.80%,,595.80%,18.00%,2224.00,-6508.00,930.00,801.37,9.71%,2.69,77.78,-34.60%,-44.30%,-45.60%,5.90,0.21,0.00,,,,-17.94%,-49.04%,-44.44%,-17.85%,12.05%,11.46%,-35.83%,-62.95%,0.92,26590921,15.14,3.91%
3091,"RJF","Raymond James Financial, Inc.","Financial","Capital Markets","S&P 500",19490.00,12.25,9.60,1.16,1.63,2.02,2.25,,46.08,41.41,1.68,1.80%,18.50%,7.61,5.20%,11.60%,16.50%,27.90%,11963.00,1668.00,214.30,193.54,2.30%,2.77,4.45,2.10%,17.40%,2.30%,,0.37,5.90,91.30%,18.70%,13.90%,-13.44%,-22.61%,0.06%,-12.81%,6.45%,2.96%,-11.23%,-26.06%,0.87,1396116,93.16,0.75%
3092,"RLAY","Relay Therapeutics, Inc.","Healthcare","Biotechnology","-",1298.22,,,,1081.85,1.51,1.38,,7.28,7.95,,,,-2.80,32.30%,,-50.00%,-35.60%,1.20,-322.70,121.32,118.14,18.18%,13.27,21.48,-30.80%,-35.70%,-31.50%,13.60,0.00,0.00,,,,-33.57%,-41.21%,-33.21%,-26.37%,1.57%,-18.59%,-40.02%,-66.73%,0.71,1150334,11.00,-1.96%
3093,"RLJ","RLJ Lodging Trust","Real Estate","REIT - Hotel & Motel","-",1664.33,40.16,22.52,,1.32,0.82,3.51,17.30,12.62,2.95,0.32,3.09%,82.30%,0.26,105.10%,-2.50%,29.50%,120.20%,1265.30,41.90,159.48,158.33,5.64%,4.49,8.93,0.80%,2.10%,2.80%,,1.10,1.10,37.90%,12.00%,3.30%,-9.91%,-12.13%,-21.09%,-2.17%,-1.40%,0.48%,-8.02%,-27.59%,0.98,1944861,10.36,0.97%
3094,"RLTY","Cohen & Steers Real Estate Opportunities & Income Fund","Financial","Asset Management","-",214.63,,,,,,,,,,1.25,9.74%,,,,,,,,,16.75,16.75,0.08%,0.16,0.01,,,,,,,,,,-12.56%,-11.04%,-27.17%,-4.97%,-1.51%,-2.40%,-9.93%,-31.20%,0.51,40812,12.81,2.15%
3095,"RLY","SPDR SSgA Multi-Asset Real Return ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,1.58,5.97%,,,,,,,,,,,,0.08,0.01,,,,,,,,,,-4.24%,-8.90%,-14.89%,-4.10%,-2.34%,-3.38%,-5.27%,-18.16%,0.47,57932,26.41,0.72%
3096,"RM","Regional Management Corp.","Financial","Credit Services","-",248.80,7.33,3.94,0.31,0.48,0.75,35.04,1.20,33.96,0.72,1.20,4.74%,33.50%,3.45,-36.30%,13.20%,12.10%,-66.20%,521.70,33.10,9.32,8.92,2.89%,9.02,0.26,2.00%,10.80%,5.20%,,4.17,4.17,,17.80%,6.40%,-20.18%,-12.96%,-44.57%,-9.86%,-3.41%,-3.17%,-16.11%,-48.66%,4.32,123437,25.31,1.24%
3097,"RMAX","RE/MAX Holdings, Inc.","Real Estate","Real Estate Services","-",336.66,92.03,11.10,,0.97,0.70,3.48,10.49,26.53,5.35,0.92,4.95%,449.50%,0.20,138.80%,12.80%,-6.20%,-149.60%,347.80,4.00,17.92,17.57,2.88%,4.16,0.51,0.60%,0.80%,3.30%,1.60,0.93,0.94,,10.80%,1.10%,-0.21%,-4.81%,-18.18%,-0.27%,-1.41%,0.96%,-6.81%,-34.19%,0.37,44631,18.59,0.70%
3098,"RMBI","Richmond Mutual Bancorporation, Inc.","Financial","Banks - Regional","-",121.96,9.50,,,2.21,0.87,4.36,9.60,12.84,2.58,0.56,4.99%,36.50%,1.18,22.40%,12.20%,27.70%,2.90%,55.10,12.90,10.60,10.33,0.60%,1.96,0.06,1.00%,9.60%,28.60%,,0.01,0.01,,74.20%,23.30%,-15.45%,-13.82%,-24.24%,-13.76%,13.24%,12.27%,-10.11%,-28.74%,0.29,9195,11.22,0.90%
3099,"RMBL","RumbleON, Inc.","Consumer Cyclical","Auto & Truck Dealerships","-",159.47,,,,0.09,0.90,3.08,,11.84,3.48,,,,-18.07,97.10%,200.60%,-24.70%,-279.10%,1679.80,-287.60,16.22,10.28,19.59%,10.07,2.01,-24.80%,-83.60%,-26.20%,1.30,1.85,3.24,26.10%,-18.30%,-17.10%,20.20%,50.63%,-20.78%,65.53%,24.93%,38.78%,-7.86%,-61.74%,0.89,178404,10.71,7.31%
3100,"RMBS","Rambus Inc.","Technology","Semiconductors","-",7147.57,133.84,31.68,11.40,15.22,9.45,24.46,35.18,7.04,2.72,,,0.00%,0.50,-181.90%,3.00%,14.80%,104.90%,469.50,55.20,108.28,105.79,3.64%,3.03,3.86,5.40%,7.10%,-3.00%,5.10,0.00,0.00,75.10%,10.80%,11.80%,51.15%,76.21%,179.61%,85.71%,28.32%,34.76%,73.37%,3.39%,1.92,2440674,66.52,5.19%
3101,"RMGCU","RMG Acquisition Corp. III","Financial","Shell Companies","-",131.49,41.05,,,,,,,-0.32,,,,0.00%,0.25,,,,35.30%,,,48.30,48.30,0.01%,1.48,0.01,,,,,,,,,,1.10%,2.63%,1.91%,0.50%,0.17%,0.69%,1.80%,-1.07%,0.02,100,10.14,0.00%
3102,"RMI","RiverNorth Opportunistic Municipal Income Fund, Inc.","Financial","Closed-End Fund - Debt","-",98.79,,,,,,,,,,1.17,7.54%,,-4.02,,,,,,,6.37,6.37,0.20%,0.95,0.01,,,,,,,,,,-6.85%,-8.55%,-4.73%,-5.20%,-7.05%,-6.38%,-7.56%,-18.92%,3.24,43256,15.50,-3.00%
3103,"RMM","Rivernorth Managed Duration Municipal Income Fund Inc.","Financial","Asset Management","-",294.12,,,,,,,,,,1.09,7.34%,,-2.88,,,,,,,19.74,19.74,0.16%,0.90,0.03,,,,,,,,,,-3.43%,-3.31%,-2.55%,3.47%,-3.49%,-2.47%,-2.12%,-13.97%,0.55,19352,14.90,-0.53%
3104,"RMR","The RMR Group Inc.","Real Estate","Real Estate Services","-",687.69,8.17,11.26,,0.75,1.62,3.47,10.71,13.39,6.24,1.60,7.38%,59.70%,2.65,-4.90%,25.10%,-45.00%,27.60%,912.40,43.90,16.41,15.23,1.22%,2.25,0.19,7.90%,21.10%,36.40%,2.70,0.00,0.00,29.60%,9.30%,4.80%,-23.88%,-23.55%,-24.38%,-23.26%,-2.34%,-9.43%,-18.64%,-31.28%,0.76,63042,21.68,0.70%
3105,"RNA","Avidity Biosciences, Inc.","Healthcare","Biotechnology","-",762.67,,,,78.63,1.37,1.30,,7.94,8.38,,,,-3.36,-17.10%,,22.20%,-4.80%,9.70,-192.20,70.43,50.87,25.23%,9.38,12.84,-36.50%,-40.70%,-30.90%,12.40,0.00,0.00,,,,-52.73%,-10.21%,-14.51%,-50.88%,-4.15%,-25.92%,-38.80%,-57.65%,0.37,509952,10.90,-0.27%
3106,"RNDM","First Trust Developed International Equity Select ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,1.22,2.45%,,,,,,,,,,,,,,,,,,,,,,,4.46%,9.72%,2.85%,9.00%,-1.96%,-0.21%,7.11%,-7.62%,2.57,3921,49.66,1.00%
3107,"RNDV","First Trust US Equity Dividend Select ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.76,2.79%,,,,,,,,,,,,,,,,,,,,,,,-4.77%,-7.16%,-6.45%,-2.70%,0.01%,-1.42%,-2.91%,-10.20%,0.25,558,27.24,1.50%
3108,"RNG","RingCentral, Inc.","Technology","Software - Application","-",3326.01,,9.37,,1.62,,12.10,22.03,-4.93,2.87,,,,-8.19,-125.10%,31.60%,14.10%,64.40%,2054.40,-782.60,95.72,84.81,7.10%,2.72,6.02,-35.00%,253.00%,-56.50%,1.40,,,68.50%,-29.20%,-38.10%,2.44%,-3.60%,-42.57%,-1.75%,22.23%,21.04%,-3.47%,-49.26%,2.60,5752390,34.78,17.90%
3109,"RNGR","Ranger Energy Services, Inc.","Energy","Oil & Gas Equipment & Services","-",287.08,10.81,5.24,1.35,0.45,1.06,19.94,5.09,10.91,0.58,,,0.00%,1.07,1.80%,31.60%,27.40%,179.70%,642.40,27.00,24.94,22.41,0.42%,1.29,0.09,7.00%,10.40%,7.20%,2.10,0.08,0.13,18.00%,5.90%,4.20%,8.27%,0.96%,8.78%,4.63%,-0.11%,4.54%,8.64%,-7.91%,1.18,85943,11.52,-1.79%
3110,"RNLC","First Trust Large Cap US Equity Select ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.47,1.56%,,,,,,,,,,,,,,,,,,,,,,,-6.39%,-2.34%,-0.11%,0.24%,-1.46%,-1.68%,-1.23%,-7.75%,0.00,0,29.91,0.00%
3111,"RNMC","First Trust Mid Cap US Equity Select ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.50,1.88%,,,,,,,,,,,,,,,,,,,,,,,-7.36%,-3.29%,0.28%,-0.99%,-0.32%,-0.62%,-1.88%,-11.25%,6.79,9634,26.84,1.02%
3112,"RNP","Cohen & Steers REIT and Preferred Income Fund, Inc.","Financial","Closed-End Fund - Debt","-",847.47,,,,14.13,0.77,,,22.99,,1.63,9.19%,,-6.44,,,11.30%,,59.96,,47.74,47.74,0.14%,0.57,0.07,,,,,,,,,,-15.95%,-14.84%,-15.74%,-10.63%,-2.68%,-4.69%,-12.28%,-25.67%,1.32,152032,17.75,1.89%
3113,"RNRG","Global X Renewable Energy Producers ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.15,1.28%,,,,,,,,,,,,,,,,,,,,,,,-4.47%,-14.16%,-22.02%,-10.37%,-2.84%,-3.32%,-10.75%,-26.18%,0.50,12118,11.76,-0.25%
3114,"RNSC","First Trust Small Cap US Equity Select ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.55,2.16%,,,,,,,,,,,,,,,,,,,,,,,-9.12%,-5.67%,-5.88%,0.26%,0.08%,-1.36%,-3.22%,-13.32%,1.41,11429,25.42,1.03%
3115,"RNST","Renasant Corporation","Financial","Banks - Regional","-",1541.18,8.54,9.08,0.85,2.50,0.69,1.82,5.32,39.05,14.91,0.88,3.25%,27.60%,3.17,-5.20%,7.70%,67.00%,36.90%,615.70,178.60,56.01,54.49,1.85%,4.17,1.01,1.10%,8.40%,16.10%,,0.20,0.20,,79.10%,29.00%,-25.06%,-33.38%,-11.47%,-27.91%,4.76%,-3.96%,-20.69%,-35.12%,0.48,117078,27.10,1.54%
3116,"ROAD","Construction Partners, Inc.","Industrials","Engineering & Construction","-",1494.43,69.52,28.99,1.89,1.04,3.32,,,8.73,,,,0.00%,0.42,5.60%,18.00%,33.50%,41.80%,1440.00,21.70,51.83,38.18,2.62%,6.48,1.00,2.00%,4.80%,3.40%,1.80,0.90,0.93,10.50%,2.90%,1.50%,6.07%,5.15%,31.77%,8.62%,4.31%,8.47%,3.91%,-12.10%,0.67,103744,28.99,0.52%
3117,"ROAM","Hartford Multifactor Emerging Markets ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,1.02,4.94%,,,,,,,,,,,,,,,,,,,,,,,3.23%,4.65%,-4.07%,5.99%,-0.60%,0.57%,3.47%,-7.61%,0.21,748,20.65,1.08%
3118,"ROBO","Robo Global Robotics and Automation Index ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.12,0.22%,,,,,,,,,,,,,,,,,,,,,,,5.22%,13.80%,14.01%,19.25%,3.02%,3.58%,11.84%,-0.88%,0.89,107896,55.25,1.60%
3119,"ROBT","First Trust Nasdaq Artificial Intelligence and Robotics ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.14,0.31%,,,,,,,,,,,,,,,,,,,,,,,7.06%,15.27%,9.94%,22.34%,5.87%,6.11%,12.53%,0.11%,3.74,223443,43.70,2.72%
3120,"ROCC","Ranger Oil Corporation","Energy","Oil & Gas E&P","-",1573.65,2.75,2.70,0.09,1.37,1.36,126.91,,28.03,0.30,0.30,0.79%,2.10%,13.81,346.00%,48.20%,0.60%,660.10%,1146.90,279.70,18.98,18.77,10.91%,4.32,2.05,14.20%,61.10%,61.90%,0.70,1.18,0.00,82.60%,54.40%,24.40%,-7.96%,-11.66%,-0.18%,-5.96%,-1.66%,-4.68%,-3.95%,-29.05%,0.34,158786,38.02,0.72%
3121,"ROCK","Gibraltar Industries, Inc.","Industrials","Building Products & Equipment","-",1660.48,19.87,12.84,0.99,1.22,2.03,221.40,12.70,27.04,0.25,,,0.00%,2.76,13.50%,7.10%,-7.70%,45.30%,1365.40,88.00,30.90,30.19,1.21%,2.10,0.36,7.00%,10.60%,11.10%,1.80,0.06,0.06,24.50%,10.10%,6.40%,3.08%,8.75%,36.32%,19.68%,0.96%,8.80%,12.91%,-4.88%,0.46,80357,54.91,0.46%
3122,"RODM","Hartford Multifactor Developed Markets (ex-US) ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.95,3.59%,,,,,,,,,,,,,,,,,,,,,,,0.69%,4.99%,-4.51%,6.05%,-2.36%,-1.13%,4.58%,-6.31%,0.81,133184,26.29,0.53%
3123,"ROIC","Retail Opportunity Investments Corp.","Real Estate","REIT - Retail","-",1550.06,33.73,36.45,4.22,4.91,1.18,134.79,,10.35,0.09,0.60,4.91%,149.70%,0.36,-5.90%,2.70%,3.70%,-31.40%,315.80,48.00,124.23,121.14,2.56%,2.66,3.11,1.60%,3.70%,4.30%,,1.07,1.07,83.20%,36.00%,15.20%,-14.50%,-18.27%,-30.31%,-18.76%,-2.79%,-5.48%,-16.49%,-34.98%,0.46,537632,12.21,1.16%
3124,"ROKT","SPDR Kensho Final Frontiers ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.21,0.51%,,,,,,,,,,,,,,,,,,,,,,,-3.55%,3.05%,8.92%,3.06%,0.02%,0.59%,3.17%,-6.03%,0.53,495,40.55,0.58%
3125,"ROKU","Roku, Inc.","Communication Services","Entertainment","-",8071.20,,,,2.58,3.08,4.95,,18.18,11.32,,,,-4.78,-311.40%,43.60%,1.00%,-610.80%,3133.80,-665.30,140.33,121.47,10.36%,1.63,12.58,-15.50%,-24.70%,-19.70%,3.10,0.00,0.00,45.10%,-23.00%,-21.20%,-10.10%,-0.81%,-33.90%,37.71%,2.13%,-5.48%,-4.20%,-47.05%,0.50,3873110,56.05,2.69%
3126,"ROL","Rollins, Inc.","Consumer Cyclical","Personal Services","S&P 500",19433.35,50.42,40.09,6.15,7.03,15.07,172.74,87.38,2.61,0.23,0.52,1.32%,58.90%,0.78,3.30%,10.00%,11.40%,19.50%,2763.20,384.40,492.52,236.77,3.71%,6.33,8.78,18.00%,31.40%,27.50%,0.80,0.05,0.05,51.50%,18.60%,13.90%,12.05%,-0.98%,11.35%,7.64%,-5.13%,-0.37%,4.38%,-8.66%,0.87,1209979,39.33,-0.28%
3127,"ROM","ProShares Ultra Technology","Financial","Exchange Traded Fund","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.28%,48.36%,29.43%,76.79%,15.61%,20.08%,39.76%,2.55%,0.98,125330,40.68,5.58%
3128,"ROOF","IQ CBRE NextGen Real Estate ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.84,4.53%,,,,,,,,,,,,,,,,,,,,,,,-5.28%,-6.06%,-21.10%,-2.08%,-2.27%,-1.99%,-5.57%,-23.34%,0.06,397,18.56,2.00%
3129,"RORO","ATAC US Rotation ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.03,0.21%,,,,,,,,,,,,0.24,0.00,,,,,,,,,,4.98%,11.38%,6.97%,17.22%,-2.36%,-3.68%,7.36%,-8.90%,0.43,3540,15.86,0.89%
3130,"ROUS","Hartford Multifactor US Equity ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.75,1.90%,,,,,,,,,,,,,,,,,,,,,,,-0.27%,-2.60%,0.93%,1.19%,-0.34%,-0.21%,0.63%,-5.20%,0.24,9491,39.49,0.90%
3131,"RPAR","RPAR Risk Parity ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.69,3.63%,,,,,,,,,,,,5.47,0.43,,,,,,,,,,0.29%,0.03%,-10.62%,1.85%,-1.68%,-2.37%,-0.71%,-12.40%,2.56,203441,18.98,0.78%
3132,"RPD","Rapid7, Inc.","Technology","Software - Infrastructure","-",3016.98,,40.41,,4.24,,11.50,84.75,-1.84,4.25,,,,-1.79,19.50%,27.80%,16.40%,44.50%,710.90,-105.60,59.89,58.30,8.85%,4.59,5.16,-8.00%,81.10%,-16.40%,0.90,,,69.20%,-13.40%,-14.90%,3.69%,74.03%,-29.61%,43.76%,6.56%,7.71%,11.65%,-34.76%,1.33,1497534,48.85,4.09%
3133,"RPM","RPM International Inc.","Basic Materials","Specialty Chemicals","-",10416.01,19.59,17.45,1.02,1.44,4.97,53.72,,16.10,1.49,1.68,2.10%,41.80%,4.09,-1.90%,6.20%,5.70%,-18.10%,7224.10,523.00,127.50,127.28,1.27%,2.49,1.62,7.30%,24.30%,11.20%,2.80,1.37,1.37,37.50%,10.50%,6.80%,-9.38%,-22.67%,-7.64%,-17.82%,-0.47%,-2.62%,-11.14%,-24.81%,0.86,559002,80.08,-0.04%
3134,"RPRX","Royalty Pharma plc","Healthcare","Biotechnology","-",19612.57,42.89,8.24,6.81,8.31,2.42,7.58,568.48,13.36,4.27,0.80,2.47%,101.90%,0.76,-93.50%,7.00%,21.70%,540.70%,2359.10,331.80,445.61,172.08,4.17%,3.74,7.18,1.90%,5.60%,2.40%,2.40,1.03,1.20,,24.00%,14.10%,-10.30%,-24.57%,-19.47%,-18.07%,-5.05%,-7.97%,-17.29%,-27.50%,1.48,2838390,32.38,0.43%
3135,"RPTX","Repare Therapeutics Inc.","Healthcare","Biotechnology","-",422.51,,,,3.08,1.72,1.34,,5.98,7.66,,,,-0.79,75.50%,,1291.70%,-0.10%,137.10,-29.20,42.04,39.54,3.26%,12.88,1.29,-8.20%,-11.00%,-12.50%,4.00,0.00,0.00,,-14.30%,-21.30%,-2.37%,-35.06%,14.96%,-29.98%,4.20%,7.00%,-16.67%,-44.86%,0.55,55491,10.30,1.08%
3136,"RPV","Invesco S&P 500 Pure Value ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,2.28,3.15%,,,,,,,,,,,,,,,,,,,,,,,-11.92%,-11.93%,-12.41%,-7.12%,-0.73%,-1.99%,-7.30%,-19.56%,0.51,363748,72.43,1.12%
3137,"RQI","Cohen & Steers Quality Income Realty Fund, Inc.","Financial","Closed-End Fund - Equity","-",1472.02,,,,17.12,0.89,,,12.26,,0.96,8.77%,,-4.81,,,63.70%,,86.00,,134.43,134.42,0.06%,0.24,0.08,,,,,,,,,,-12.07%,-11.16%,-19.84%,-2.97%,-2.26%,-3.50%,-10.77%,-31.08%,0.89,297558,10.95,1.58%
3138,"RRAC","Rigel Resource Acquisition Corp.","Financial","Shell Companies","-",399.37,24.54,,,,,3993.75,,-0.43,0.00,,,0.00%,0.43,16.50%,,,,,16.30,37.50,30.00,0.01%,0.01,0.00,,,,0.30,,,,,,2.90%,5.97%,,3.50%,0.81%,1.44%,4.50%,-3.62%,0.65,160618,10.65,0.09%
3139,"RRBI","Red River Bancshares, Inc.","Financial","Banks - Regional","-",369.30,9.50,10.81,,3.62,1.34,1.56,8.86,38.51,33.10,0.32,0.62%,5.30%,5.43,13.60%,10.10%,38.50%,29.90%,102.10,39.10,7.18,4.38,0.71%,6.32,0.03,1.30%,15.10%,28.90%,,0.00,0.00,,87.40%,38.30%,2.72%,-6.11%,1.85%,1.16%,11.70%,10.02%,1.30%,-14.73%,0.55,2681,51.65,4.66%
3140,"RRC","Range Resources Corporation","Energy","Oil & Gas E&P","-",7037.83,3.39,8.48,,1.40,2.09,30.92,,13.89,0.94,0.32,1.10%,3.35%,8.55,191.40%,17.30%,-26.90%,207.10%,5033.90,2069.80,238.02,234.24,3.25%,1.71,7.61,,,53.80%,0.90,0.55,0.00,89.70%,,,12.40%,-2.55%,-11.37%,15.95%,7.83%,10.95%,6.54%,-22.52%,1.07,4732781,29.01,-1.29%
3141,"RRGB","Red Robin Gourmet Burgers, Inc.","Consumer Cyclical","Restaurants","-",217.78,,,,0.17,40.06,4.46,,0.34,3.05,,,,-4.90,-53.80%,-1.80%,2.40%,-104.60%,1266.60,-77.80,15.91,15.18,17.78%,6.50,2.70,-8.90%,-159.20%,-25.70%,0.60,39.28,40.11,15.50%,-4.40%,-6.10%,60.61%,64.10%,70.25%,144.09%,3.00%,-0.09%,42.94%,-17.45%,1.55,645235,13.62,-6.97%
3142,"RRH","Advocate Rising Rate Hedge ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,6.08,26.49%,,,,,,,,,,,,,,,,,,,,,,,-18.89%,-30.89%,-13.47%,-14.41%,5.48%,4.81%,-17.32%,-41.85%,0.09,1606,22.94,-0.91%
3143,"RRR","Red Rock Resorts, Inc.","Consumer Cyclical","Resorts & Casinos","-",4795.26,16.01,16.44,4.21,2.83,35.10,44.52,,1.30,1.02,1.00,2.19%,28.60%,2.85,61.70%,0.30%,8.00%,-3.30%,1695.80,201.80,57.65,53.14,3.73%,4.02,1.98,6.10%,489.10%,17.10%,0.60,40.30,40.65,64.60%,33.50%,11.90%,4.85%,4.93%,30.41%,14.05%,-2.62%,0.77%,7.98%,-8.39%,0.54,264212,45.63,-0.02%
3144,"RSHO","Tema American Reshoring ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83%,1.30%,1.30%,1.30%,-7.68%,0.39,8002,25.63,1.50%
3145,"RTO","Rentokil Initial plc","Industrials","Specialty Business Services","-",19779.25,54.36,,339.77,4.29,4.79,7.34,,8.20,5.35,0.73,1.85%,74.14%,0.72,-18.30%,9.00%,74.40%,-25.00%,4608.30,287.90,504.01,365.09,0.19%,1.86,0.69,,,2.70%,1.10,0.95,1.31,,,,25.88%,21.18%,26.60%,27.39%,-1.64%,4.19%,21.25%,-3.56%,0.44,162468,39.25,1.11%
3146,"RTX","Raytheon Technologies Corporation","Industrials","Aerospace & Defense","S&P 500",136265.92,24.92,16.18,2.42,1.99,1.87,23.12,,49.78,4.03,2.36,2.53%,58.40%,3.74,35.90%,2.30%,9.50%,31.40%,68572.00,5539.00,1462.20,1457.71,0.62%,2.16,9.11,3.50%,7.70%,4.50%,1.10,0.45,0.47,20.50%,8.70%,8.10%,-5.95%,-3.98%,-0.32%,-7.59%,-3.15%,-5.03%,-2.12%,-11.10%,0.96,4055817,93.26,0.15%
3147,"RUFF","Alpha Dog ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.23,1.19%,,,,,,,,,,,,,,,,,,,,,,,7.46%,2.29%,-3.19%,9.29%,4.47%,5.96%,5.14%,-9.38%,1.66,5481,19.02,2.04%
3148,"RUN","Sunrun Inc.","Technology","Solar","-",3886.72,280.50,,,1.61,0.56,6.18,,30.15,2.72,,,0.00%,0.06,304.30%,34.20%,19.00%,-166.40%,2415.50,20.80,214.55,204.65,18.23%,3.59,37.31,0.10%,0.30%,-4.40%,1.80,1.35,1.39,11.90%,-29.30%,0.90%,-27.80%,-46.59%,-27.17%,-29.93%,-2.21%,-9.03%,-33.91%,-56.99%,0.66,6911527,16.83,1.02%
3149,"RUSHA","Rush Enterprises, Inc.","Consumer Cyclical","Auto & Truck Dealerships","-",3020.95,7.83,11.22,,0.41,1.62,13.35,159.00,33.06,4.02,0.84,1.57%,11.90%,6.85,64.20%,8.50%,22.30%,0.20%,7450.20,389.40,54.77,46.57,3.06%,8.49,1.43,10.20%,22.80%,12.60%,1.30,0.20,0.78,20.70%,7.10%,5.20%,-6.44%,3.12%,6.07%,2.56%,2.07%,1.14%,4.32%,-13.79%,0.90,151129,53.62,0.98%
3150,"RUSHB","Rush Enterprises, Inc.","Consumer Cyclical","Auto & Truck Dealerships","-",3027.88,8.90,,,0.41,1.79,,,33.25,,0.84,1.41%,11.40%,6.69,,,22.30%,-2.20%,7450.23,,12.26,5.72,3.18%,15.49,0.18,,,,,,,,,,-0.42%,9.97%,22.58%,5.83%,3.65%,2.23%,7.26%,-9.22%,0.69,8107,59.55,1.86%
3151,"RUTH","Ruth's Hospitality Group, Inc.","Consumer Cyclical","Restaurants","-",688.65,17.93,16.24,1.26,1.33,4.92,43.04,44.72,4.36,0.50,0.64,2.99%,48.00%,1.20,-6.00%,4.00%,8.60%,13.80%,516.60,39.60,32.03,31.31,2.73%,0.85,0.86,7.70%,28.70%,24.60%,0.50,0.11,0.11,26.10%,9.30%,7.70%,11.84%,20.18%,22.65%,38.50%,3.98%,18.86%,20.37%,-0.28%,1.21,1224211,21.44,0.05%
3152,"RVLV","Revolve Group, Inc.","Consumer Cyclical","Internet Retail","-",1192.27,23.11,18.10,0.97,1.09,2.89,4.21,89.64,5.40,3.71,,,0.00%,0.68,-41.20%,22.50%,-1.40%,-36.80%,1097.50,50.30,73.37,40.48,27.62%,8.58,11.18,8.50%,13.40%,14.50%,2.80,0.00,0.00,52.60%,5.20%,4.60%,-40.68%,-38.91%,-42.15%,-29.83%,-13.04%,-27.40%,-35.00%,-53.60%,0.63,816209,15.62,-0.70%
3153,"RVMD","Revolution Medicines, Inc.","Healthcare","Biotechnology","-",2673.17,,,,76.82,2.55,2.94,,10.04,8.72,,,,-3.04,-20.00%,,-7.90%,7.60%,34.80,-259.20,94.83,87.20,10.83%,7.61,9.44,-31.00%,-36.80%,-37.60%,16.90,0.00,0.00,,,,5.09%,17.15%,64.17%,7.51%,1.74%,10.10%,12.28%,-18.36%,0.44,544214,25.61,1.19%
3154,"RVNC","Revance Therapeutics, Inc.","Healthcare","Biotechnology","-",2559.86,,,,16.35,,9.34,,-0.33,3.26,,,,-4.61,-17.60%,247.40%,94.90%,21.70%,156.60,-351.90,81.13,79.47,18.52%,10.82,14.72,-58.60%,,-87.30%,4.10,,,61.70%,,,-13.22%,33.66%,148.86%,65.01%,-9.04%,-6.20%,11.13%,-19.80%,0.57,772507,30.46,-1.14%
3155,"RVNU","Xtrackers Municipal Infrastructure Revenue Bond ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.70,2.84%,,,,,,,,,,,,,,,,,,,,,,,1.78%,3.18%,-2.99%,3.66%,-1.32%,-1.34%,1.34%,-4.57%,0.47,7160,24.63,0.24%
3156,"RVT","Royce Value Trust Inc.","Financial","Closed-End Fund - Equity","-",1388.29,,,,58.58,0.89,,39.67,14.35,,1.23,9.62%,,-4.29,-222.70%,3.60%,20.60%,-87.90%,23.70,-460.60,111.87,105.61,0.01%,0.05,0.01,-23.70%,-24.60%,0.40%,,0.02,0.02,36.80%,28.70%,,-10.88%,-12.47%,-13.71%,-3.62%,0.10%,-1.56%,-8.00%,-22.59%,1.12,253608,12.78,0.95%
